Roi,Source_Name,Cell_ID,Centroids_RAW_X,Centroids_RAW_Y,Centroids_RAW_Z,Centroids_TFOR_X,Centroids_TFOR_Y,Centroids_TFOR_Z,Longest_Extension,Major_Axis_Length,Major\Medium_Axis_Eccentricity,Major\Minor_Axis_Eccentricity,Medium_Axis_Length,Medium\Minor_Axis_Eccentricity,Minor_Axis_Length,Orientation_along_X,Orientation_along_Y,Orientation_along_Z,Roundness_(Smoothness),Sphericity,Surface_Area,Volume,X_Axis_Length,Y_Axis_Length,Y\X_Aspect_Ratio,Z_Axis_Length,Z\X_Aspect_Ratio,Z\Y_Aspect_Ratio,Roi Name
1441953,15999C80F3,31,120.11835108927441,45.81137607342516,10.02312528816783,-39.61156590048663,-3.7157517958255486,-2.298718748779565,7.162118977501469,11.912465775733885,0.4946729764641682,0.8045362013718438,10.352876161180458,0.7300711804114866,7.074856455399627,-0.6400092422999328,-0.5597174811435408,-0.5264071723229043,0.8702002792209195,0.8449722120319842,310.9235357401217,324.93564719999995,9.760162768780944,10.290966200728974,1.0543846905551482,7.747768617996153,0.7938155132799961,0.7528708642972056,
1441954,15999C80F3,32,67.60408223024062,28.27383924915367,13.40904172832499,-94.88366391557895,-6.011415908349992,1.7636905232885718,8.521465905788736,14.607737306768437,0.7333052366403006,0.8420135832033864,9.931794363279993,0.6086545979498412,7.8802362721396335,0.4277552607290129,0.8629312481304571,-0.2690262030335821,0.8702140198391037,0.795636485437495,406.21566550040916,461.91575159999985,8.847070092579386,13.615417547566025,1.53897475718952,11.078658660168626,1.2522404077549945,0.8136848261513006,
1441955,15999C80F3,33,66.3232751198684,33.2273440800756,10.131285479298636,-94.83573391217196,-3.809532074821473,-3.899415805432209,7.575189558860142,14.831556317060715,0.8200622113286784,0.8873627299053396,8.487719741735926,0.5923463408390355,6.838415276172565,-0.6616391799747031,-0.7037577987418359,-0.25876351410592635,0.8710752456717941,0.7755435304414897,330.7619831580965,334.43267849999995,10.713195776561081,11.740208037259073,1.0958642296955825,9.231950496638284,0.861736375324761,0.7863532287792081,
1441956,15999C80F3,34,80.06126571428571,54.60034714285714,9.63175367647059,-76.30846052841773,10.236081101654543,-14.158463957012373,5.83434992021694,11.36725069449925,0.8557183901832766,0.9289778656018204,5.881890883553567,0.6987994155119434,4.207420514357668,0.8860550432591301,-0.2903574326106059,-0.3613848663721804,0.8592976826985343,0.7123144672215045,174.6068313018056,111.42683999999996,10.663215581848236,5.632975983326892,0.5282624120359891,6.0014684109276155,0.5628197577796127,1.0654170066926307,
1441957,15999C80F3,35,149.03404961022386,57.849755537721144,14.688672987926687,-8.770859891772332,3.2706816120582123,-0.6110761501214252,16.952910851309092,27.34381013568178,0.6362615221552577,0.9228112545479114,21.09502338857614,0.8663875769344971,10.534267655665543,-0.7559227967801861,0.05432737076007789,-0.6524026840029999,0.8572810067453037,0.7538875735039341,1519.716387599195,2534.7288608999993,27.208393977886782,10.400333860174023,0.3822472531317631,22.90202321366889,0.841726389006355,2.202046926721032,
1441958,15999C80F3,36,139.3630436197709,52.41773653275471,11.588347905166087,-19.38661526447845,-1.0800869744776236,-1.622883211651219,8.649986367025768,16.43471165835622,0.7255584661835659,0.9278737122692404,11.309719850576238,0.8404613377546389,6.1284150397934765,-0.9362249775412314,0.2717330999026386,0.222809142193994,0.8292697704848702,0.7572605061660281,376.9916994113627,366.80732549999993,16.167450871491724,7.033219876940795,0.4350234265651961,11.102027719763944,0.6866900544810247,1.5785128168910505,
1441959,15999C80F3,37,75.27054184890267,33.262825664610595,11.65014867858118,-86.19118325384048,-4.508755612366119,-1.2264742345137658,9.584472278051852,15.061350211613705,0.4190037541035092,0.8363856310949843,13.675472556203227,0.7972188972854849,8.255750713378117,-0.7845183082069299,-0.5942371160102463,-0.17723790239099976,0.8230016084455134,0.8104287878894503,480.60649762252257,540.0432890999998,14.724000166401765,13.185095500191302,0.8954832485181546,8.035845029611425,0.5457650732678045,0.6094643022869902,
1441960,15999C80F3,38,60.790398913289565,30.7289203696462,11.678020355239056,-100.8486364615658,-3.862741645535064,-2.1417467228999025,8.074995846437178,14.727437283318677,0.7868170513640893,0.8961859429567017,9.089572510758252,0.6951412702461865,6.534249677392897,0.6969922955845672,0.7031050664480415,0.1408723018582799,0.877352740263198,0.7873078082268257,335.16533231323217,341.21192489999993,12.46244875368667,11.297819563444865,0.9065489284441562,8.080220324977537,0.6483653802457744,0.7152017501785773,
1441961,15999C80F3,39,59.56399796729806,44.04201331308078,11.735425136258042,-98.80489736578717,6.876864241853446,-9.837836262510006,8.163745598337156,15.811762775423993,0.7648562655332292,0.9655776209197932,10.185952958151333,0.9148563774294644,4.112878034569098,0.8639495013681435,-0.373158371644138,-0.3381480278777795,0.8295798418242842,0.73992749195042,277.5843730633609,209.59482239999997,13.952716422413348,6.7320973553346395,0.4824936701587616,9.572391616002534,0.6860593540499144,1.4219033253310265,
1441962,15999C80F3,40,49.544702013176206,41.148161999002596,13.559930706842696,-109.27158364788279,7.489200313974288,-8.367118672916355,8.437130555619504,15.469282218688493,0.817761113626341,0.9237254873954944,8.903465771250211,0.7463646742749013,5.925587735952173,-0.4657703222194657,0.2941492947199103,0.8345862444081824,0.8453111174322133,0.7592335411832425,297.627997349687,267.55784729999993,11.790019791947616,7.84875961431502,0.6657121661216879,11.876511362250573,1.0073359987370023,1.5131704811789002,
1441963,15999C80F3,41,111.58204646956612,43.55720275691004,11.698042290276533,-48.48086938572954,-2.9566558496602515,-1.0681213749533018,7.604653975280991,13.05454653589932,0.5130799093096295,0.7796170596169377,11.205250508270822,0.6838604076514943,8.175495003733474,-0.7647922012367354,0.603459926314941,-0.22567455829010635,0.8130491258586805,0.7876284376944592,395.7906939791412,362.39706989999985,10.720498117250123,11.844548297931414,1.104850555299535,7.9408911418694625,0.7407203522653434,0.6704258315411062,
1441964,15999C80F3,42,74.032429543863,28.76220896963581,15.36282920633816,-88.58309470105331,-5.6411665816725876,4.118511681412384,9.248100519836678,14.038893790312668,0.4686123843687206,0.6375088056243448,12.402013388433216,0.4892741514302209,10.816168418825187,-0.5223387169013296,-0.5307498846198292,-0.6674330114714966,0.8091346509765385,0.8131653985289012,507.6248732467871,538.1939780999999,12.366775675577856,12.71061822769407,1.0278037348728857,11.964442901129372,0.967466639243484,0.9412951193090734,
1441965,15999C80F3,43,149.260612033814,63.5087352560915,10.387738687220287,-7.062887413384857,5.152076812566478,-7.253108968188359,3.5952961293698977,6.310710888840356,0.5069581270465248,0.728185105877825,5.4396477716648475,0.6064363304148226,4.325238284699973,0.2069586217625864,0.37684728154767255,0.9028589343126976,0.8240811278914177,0.8584818833920479,87.02981478214855,47.07549899999999,4.508500566026073,4.480189563268364,0.9937205280684565,5.878054774464491,1.303771550736565,1.3120102824792903,
1441966,15999C80F3,44,45.57061229001231,30.974015458543352,13.304238165042687,-115.59028338247386,0.047296378349533263,-3.4615988118374466,8.760051162303201,13.956191749518334,0.7627365629670165,0.8741233761988728,9.025599178344514,0.6602577906386161,6.778577404200016,0.6993397505387516,0.4546343677290088,0.5515718493506,0.8548506882534022,0.7607739045195996,315.5660790932403,298.62159029999987,10.721410221069547,11.437853789564436,1.0668236317538662,11.239661846513265,1.048338009157159,0.9826722786724206,
1441967,15999C80F3,45,33.712102892250364,32.947631149359005,14.736367164973608,-126.647500411673,4.594801786460625,-5.366472465567214,8.382074792799473,14.16519180116672,0.8775097071583441,0.9244429919640766,6.7930434332738034,0.6064154210997418,5.401474879157,-0.04115176717801526,0.4702460058858685,0.8815754227554861,0.8603936242928343,0.713052132098819,252.66212100307217,211.08363479999997,8.166790497418049,10.491623559384793,1.2846691197358064,12.184833144086161,1.4919977619039482,1.1613868030164678,
1441968,15999C80F3,46,132.68994060806034,57.56645486683949,11.835762362923017,-24.613008089630057,4.3297414715250735,-5.433315263869514,6.278466092864753,11.357441200598354,0.6669973329613532,0.8780324616260848,8.461976316374951,0.7663982382711295,5.435683654942813,-0.39534863902709577,0.093115842586416,-0.913799153796306,0.8397500657622492,0.7837087734976922,233.0120102077477,168.85145789999996,8.06681284591486,6.499784533459739,0.8057438120374039,11.175157553532731,1.3853250059212638,1.7193120011909628,
1441969,15999C80F3,47,26.97758438839798,24.42490304140416,14.437555101547876,-135.2405753971138,-1.071680624848517,-1.8836629808238703,10.868408629789505,16.365595931311287,0.808152166425229,0.8832408152879868,9.638906374877172,0.6050809349403544,7.674149935889507,0.326945030237273,0.6739545742349805,0.6624893803457492,0.8203186853904604,0.7555070480200224,374.54048113921954,348.89475869999984,9.954288782321695,13.936068272278915,1.4000064270818278,12.466830995836794,1.2524080090962644,0.8945730425729421,
1441970,15999C80F3,48,35.69324621570651,26.804123517062234,14.727156709248122,-126.21877314537072,-0.6075009938519083,-1.5691130617525593,10.600728236645226,18.19050700160149,0.8745419621053099,0.9503222467020692,8.821483632510061,0.7668255306264463,5.662118630858482,-0.4930104099420128,0.6213972779624339,0.6089385507829882,0.8608345391571601,0.7159633764056108,345.93606201112226,328.93156349999987,10.912964175946527,12.389825726127016,1.1353309262606823,13.132038797671337,1.2033429768436257,1.059905045313041,
1441971,15999C80F3,49,90.64971890223416,37.00620301738619,13.613557108810685,-70.42061576679558,-3.1922537629853647,0.7592139394013231,8.321339175872431,14.076944310750074,0.6998108722254575,0.7862035652195907,10.055557954014409,0.5015938921660447,8.699095484057384,-0.6071754790154374,-0.7263677585979567,-0.3220680315581706,0.8291635861781781,0.7776253932240327,445.24886446064886,445.93208639999983,9.701903810041033,13.343236760827606,1.3753214855643032,9.797067172562663,1.0098087307795345,0.7342346799484509,
1441972,15999C80F3,50,40.12805282105581,36.67602783240054,14.342366510361519,-119.50986828283192,6.135567180708176,-6.7451825235973715,10.871748013996642,18.574195582114488,0.7853882469684061,0.9500179203974548,11.49749160258401,0.8634984052353895,5.798777917965496,-0.6153277164274343,0.2915059166778484,0.7323906757585096,0.7836916518914001,0.7325377944648583,367.476342525944,309.51379799999995,13.693603685964248,8.898103140600996,0.6497999609643609,13.195404740944715,0.9636181273794144,1.4829458068130992,
1441973,15999C80F3,51,31.283432306451125,28.083078301012936,14.079963097977114,-130.16708627717958,0.8177524577958382,-3.5390165202687847,10.772503759731297,16.46250093324843,0.8179377467969667,0.9210658405014646,9.470987705169852,0.7361041627234856,6.410611109982599,-0.13381680849882654,0.5553987608660573,0.8207467807988261,0.8320991528511571,0.7602862560560864,312.90755254299995,313.37160119999993,9.953884513530395,12.423465262101262,1.2481022102691608,13.936132981266164,1.4000697880634103,1.1217589204985676,
1441974,15999C80F3,52,81.0770065661638,32.65589739422723,15.056731958190547,-80.79805542163922,-4.032412704320939,2.8201878095163786,11.17761121780212,18.35498868454788,0.753566358827475,0.9209685570802943,12.066052779932944,0.8054091932166109,7.1517809618997275,-0.8118492725133946,0.5325124607834588,-0.23943942413440866,0.8114204314189546,0.7185126273360909,466.6960488837937,463.8189032999999,15.88612404722609,13.53926353526174,0.8522697855696184,10.183111762363517,0.6410066881066318,0.7521171100512638,
1441975,15999C80F3,53,96.90608248264596,35.689307472437726,12.904923378089498,-64.65520856108675,-5.780855959815519,1.958246595274873,6.984609806374443,11.955951237326836,0.5380653761067543,0.7920293911100447,10.077708468096127,0.6895245427618264,7.298904492826844,-0.05401651725022676,-0.4782880070677198,-0.8765402433199202,0.8499302660991719,0.8192959264128874,298.2101673467062,292.37606909999994,7.092574820638447,10.31105892969033,1.453782186362916,11.708780616724276,1.65085048981835,1.1355555909984432,
